,links
0,https://doi.org/10.1145/3460537.3460564
1,https://doi.org/10.1145/3532640.3532659
2,https://doi.org/10.1145/3559795.3559810
3,https://doi.org/10.1145/3559795.3559806
4,https://doi.org/10.1145/3510487.3510506
5,https://doi.org/10.1145/3510487.3510508
6,https://doi.org/10.1145/3532640.3532647
7,https://doi.org/10.1145/3390566.3391681
8,https://doi.org/10.1145/3376044.3376046
9,https://doi.org/10.1145/3559795.3559813
10,https://doi.org/10.1145/3532640.3532643
11,https://doi.org/10.1145/3390566.3391665
12,https://doi.org/10.1145/3320154.3320163
13,https://doi.org/10.1145/3376044.3376057
14,https://doi.org/10.1145/3475992.3475998
15,https://doi.org/10.1145/3532640.3532646
16,https://doi.org/10.1145/3559795.3559802
17,https://doi.org/10.1145/3532640.3532663
18,https://doi.org/10.1145/3390566.3391690
19,https://doi.org/10.1145/3532640.3532650
20,https://doi.org/10.1145/3559795.3559809
21,https://doi.org/10.1145/3301403.3301408
22,https://doi.org/10.1145/3510487.3510489
23,https://doi.org/10.1145/3559795.3559797
24,https://doi.org/10.1145/3390566.3391674
25,https://doi.org/10.1145/3460537.3460560
26,https://doi.org/10.1145/3510487.3510502
27,https://doi.org/10.1145/3327960.3332396
28,https://doi.org/10.1145/3532640.3532665
29,https://doi.org/10.1145/3390566.3391667
30,https://doi.org/10.1145/3532640.3532645
31,https://doi.org/10.1145/3376044.3376055
32,https://doi.org/10.1145/3532640.3532658
33,https://doi.org/10.1145/3559795.3559798
34,https://doi.org/10.1145/3532640.3532648
35,https://doi.org/10.1145/3532640.3532644
36,https://doi.org/10.1145/3362744.3363343
37,https://doi.org/10.1145/3532640.3532641
38,https://doi.org/10.1145/3376044.3376065
39,https://doi.org/10.1145/3390566.3391669
40,https://doi.org/10.1145/3327960.3332389
41,https://doi.org/10.1145/3384943.3409440
42,https://doi.org/10.1145/3327960.3332394
43,https://doi.org/10.1145/3390566.3391661
44,https://doi.org/10.1145/3460537.3460539
45,https://doi.org/10.1145/3510487.3510503
46,https://doi.org/10.1145/3460537.3460556
47,https://doi.org/10.1145/3297662.3365818
48,https://doi.org/10.1145/3501409.3501530
49,https://doi.org/10.1145/3327960.3332380
50,https://doi.org/10.1145/3446983.3446995
51,https://doi.org/10.1145/3055518.3055528
52,https://doi.org/10.1145/3327960.3332391
53,https://doi.org/10.1145/3494106.3528678
54,https://doi.org/10.1145/3384943.3409420
55,https://doi.org/10.1145/3327960.3332381
56,https://doi.org/10.1145/3390566.3391683
57,https://doi.org/10.1145/3390566.3391675
58,https://doi.org/10.1145/3327960.3332382
59,https://doi.org/10.1145/3494106.3528681
60,https://doi.org/10.1145/3423390.3426724
61,https://doi.org/10.1145/3532640.3532662
62,https://doi.org/10.1145/3282278.3282282
63,https://doi.org/10.1145/3327960.3332384
64,https://doi.org/10.1145/3510487.3510490
65,https://doi.org/10.1145/3559795.3559804
66,https://doi.org/10.1145/3460537.3460546
67,https://doi.org/10.1145/3446983.3446984
68,https://doi.org/10.1145/3532640.3532656
69,https://doi.org/10.1145/3301403.3301407
70,https://doi.org/10.1145/3559795.3559808
71,https://doi.org/10.1145/3340531.3417424
72,https://doi.org/10.1145/3532640.3532660
73,https://doi.org/10.1145/3384943.3409433
74,https://doi.org/10.1145/3205230.3205238
75,https://doi.org/10.1145/3567582
76,https://doi.org/10.1145/3211933.3211944
77,https://doi.org/10.1145/3376044.3376047
78,https://doi.org/10.1145/3532640.3532655
79,https://doi.org/10.1145/3384943.3409421
80,https://doi.org/10.1145/3327960.3332388
81,https://doi.org/10.1145/3532640.3532642
82,https://doi.org/10.1145/3384943.3409416
83,https://doi.org/10.1145/3532640.3532654
84,https://doi.org/10.1145/3477084.3484951
85,https://doi.org/10.1145/3559795.3559800
86,https://doi.org/10.1145/3460120.3484752
87,https://doi.org/10.1145/3301403.3301406
88,https://doi.org/10.1145/3460537.3460568
89,https://doi.org/10.1145/3445788
90,https://doi.org/10.1145/3431726
91,https://doi.org/10.1145/3327960.3332392
92,https://doi.org/10.1145/3360468.3366772
93,https://doi.org/10.1145/3397160
94,https://doi.org/10.1145/3501247.3539016
95,https://doi.org/10.1145/3305263.3305265
96,https://doi.org/10.1145/3209281.3209329
97,https://doi.org/10.1145/3366626.3368126
98,https://doi.org/10.1145/3055518.3055519
99,https://doi.org/10.1145/3460537.3460551
100,https://doi.org/10.1145/3328833.3328857
101,https://doi.org/10.1145/3341325.3342033
102,https://doi.org/10.1145/3376044.3376062
103,https://doi.org/10.1145/3290605.3300496
104,https://doi.org/10.1145/3167086
105,https://doi.org/10.1145/3460537.3460553
106,https://doi.org/10.1145/3331076.3331096
107,https://doi.org/10.1145/3472716.3472845
108,https://doi.org/10.1145/3409798
109,https://doi.org/10.1145/3343147.3343165
110,https://doi.org/10.1145/3395331
111,https://doi.org/10.1145/3491003.3494122
112,https://doi.org/10.1145/3284869.3284881
113,https://doi.org/10.1145/3211933.3211952
114,https://doi.org/10.1145/3532640.3532661
115,https://doi.org/10.1145/3372297.3417247
116,https://doi.org/10.1145/3323165.3323183
117,https://doi.org/10.1145/3559795.3559801
118,https://doi.org/10.1145/3517189
119,https://doi.org/10.1145/3404512.3404522
120,https://doi.org/10.1145/3390566.3391673
121,https://doi.org/10.1145/3529097
122,https://doi.org/10.1145/3005745.3005771
123,https://doi.org/10.1145/3025453.3025959
124,https://doi.org/10.1145/3286978.3286982
125,https://doi.org/10.1145/3299869.3319889
126,https://doi.org/10.1145/3320154.3320162
127,https://doi.org/10.1145/3383219.3383287
128,https://doi.org/10.1145/3489449.3490006
129,https://doi.org/10.1145/3401895.3401917
130,https://doi.org/10.1145/3388446
131,https://doi.org/10.1145/3007120.3007151
132,https://doi.org/10.1145/3325112.3325262
133,https://doi.org/10.1145/3170427.3170602
134,https://doi.org/10.1145/3446373
135,https://doi.org/10.1145/3396743.3396750
136,https://doi.org/10.1145/3524104
137,https://doi.org/10.1145/3282308.3282312
138,https://doi.org/10.1145/3460537.3460545
139,https://doi.org/10.1145/3431235.3431244
140,https://doi.org/10.1145/3326365.3326406
141,https://doi.org/10.1145/3459087
142,https://doi.org/10.1145/3507548.3507594
143,https://doi.org/10.1145/3297280.3297544
144,https://doi.org/10.1145/3547522.3547676
145,https://doi.org/10.1145/3512676.3512685
146,https://doi.org/10.1145/3411170.3411246
147,https://doi.org/10.1145/3530019.3531344
148,https://doi.org/10.1145/3412841.3441906
149,https://doi.org/10.1145/3508072.3508101
150,https://doi.org/10.1145/3465480.3466927
151,https://doi.org/10.1145/3341325.3342026
152,https://doi.org/10.1145/3473714.3473730
153,https://doi.org/10.1145/3279945.3279947
154,https://doi.org/10.1145/3326365.3326409
155,https://doi.org/10.1145/3374135.3385280
156,https://doi.org/10.1145/3318464.3386127
157,https://doi.org/10.1145/3345035.3345080
158,https://doi.org/10.1145/3366650.3366656
159,https://doi.org/10.1145/3152824.3152831
160,https://doi.org/10.1145/3502741
161,https://doi.org/10.1145/3312614.3312654
162,https://doi.org/10.1145/3372938.3372969
163,https://doi.org/10.1145/3433210.3453091
164,https://doi.org/10.1145/3173574.3174032
165,https://doi.org/10.1145/3360774.3360822
166,https://doi.org/10.1145/3368926.3369656
167,https://doi.org/10.1145/3479722.3480999
168,https://doi.org/10.1145/3320269.3405446
169,https://doi.org/10.1145/3371238.3371244
170,https://doi.org/10.1145/3341105.3373870
171,https://doi.org/10.1145/3411681.3411688
172,https://doi.org/10.1145/3447555.3464869
173,https://doi.org/10.1145/3371238.3371245
174,https://doi.org/10.1145/3492547.3492594
175,https://doi.org/10.1145/3383219.3383274
176,https://doi.org/10.1145/3321408.3322840
177,https://doi.org/10.1145/3313991.3313999
178,https://doi.org/10.1145/3563044
179,https://doi.org/10.1145/3396956.3399991
180,https://doi.org/10.1145/3409771
181,https://doi.org/10.1145/3120895.3120897
182,https://doi.org/10.1145/3321408.3321573
183,https://doi.org/10.1145/3331076.3331093
184,https://doi.org/10.1145/3390566.3391662
185,https://doi.org/10.1145/3341105.3374069
186,https://doi.org/10.1145/3293883.3303705
187,https://doi.org/10.1145/3473714.3473840
188,https://doi.org/10.1145/3136560.3136584
189,https://doi.org/10.1145/3290621.3290627
190,https://doi.org/10.1145/3393691.3394223
191,https://doi.org/10.1145/3530019.3530041
192,https://doi.org/10.1145/3243734.3243814
193,https://doi.org/10.1145/3333165.3333167
194,https://doi.org/10.1145/3152771.3156168
195,https://doi.org/10.1145/3472634.3474062
196,https://doi.org/10.1145/3374549.3374551
197,https://doi.org/10.1145/3241815.3241870
198,https://doi.org/10.1145/3368756.3369104
199,https://doi.org/10.1145/3518781.3519188
200,https://doi.org/10.1145/3234152.3234190
201,https://doi.org/10.1145/3492323.3503506
202,https://doi.org/10.1145/3477314.3507210
203,https://doi.org/10.1145/3427921.3450247
204,https://doi.org/10.1145/3492803
205,https://doi.org/10.1145/3366624.3368165
206,https://doi.org/10.1145/3309772.3309806
207,https://doi.org/10.1145/3412841.3441910
208,https://doi.org/10.1145/3477314.3507118
209,https://doi.org/10.1145/3434581.3434687
210,https://doi.org/10.1145/3439725
211,https://doi.org/10.1145/3409934.3409937
212,https://doi.org/10.1145/3531016
213,https://doi.org/10.1145/3401895.3401913
214,https://doi.org/10.1145/3286978.3286981
215,https://doi.org/10.1145/3341105.3374022
216,https://doi.org/10.1145/3424771.3424802
217,https://doi.org/10.1145/3197026.3197068
218,https://doi.org/10.1145/3442412
219,https://doi.org/10.1145/3309074.3309075
220,https://doi.org/10.1145/3224207.3224220
221,https://doi.org/10.1145/3537972.3538025
222,https://doi.org/10.1145/3418094.3418143
223,https://doi.org/10.1145/3460003
224,https://doi.org/10.1145/3376044.3376049
225,https://doi.org/10.1145/3292522.3326041
226,https://doi.org/10.1145/3239235.3240298
227,https://doi.org/10.1145/3542949
228,https://doi.org/10.1145/3473141.3473253
229,https://doi.org/10.1145/3327962.3331457
230,https://doi.org/10.1145/3211933.3211936
231,https://doi.org/10.1145/3487553.3524628
232,https://doi.org/10.1145/3183440.3195088
233,https://doi.org/10.1145/3183440.3195088
234,https://doi.org/10.1145/3372136
235,https://doi.org/10.1145/3131672.3136974
236,https://doi.org/10.1145/3316615.3316671
237,https://doi.org/10.1145/3544538.3544650
238,https://doi.org/10.1145/3362125.3362127
239,https://doi.org/10.1145/3323933.3324083
240,https://doi.org/10.1145/3404709.3404769
241,https://doi.org/10.1145/3287921.3287933
242,https://doi.org/10.1145/3360774.3360798
243,https://doi.org/10.1145/3412569.3412579
244,https://doi.org/10.1145/3412841.3441907
245,https://doi.org/10.1145/3321408.3326693
246,https://doi.org/10.1145/3411681.3411689
247,https://doi.org/10.1145/3312614.3312646
248,https://doi.org/10.1145/3343147.3343166
249,https://doi.org/10.1145/3284014.3284017
250,https://doi.org/10.1145/3457913.3457923
251,https://doi.org/10.1145/3315571
252,https://doi.org/10.1145/3287921.3287978
253,https://doi.org/10.1145/3321619.3321672
254,https://doi.org/10.1145/3477314.3507039
255,https://doi.org/10.1145/3183440.3195009
256,https://doi.org/10.1145/3421558.3421580
257,https://doi.org/10.1145/3309074.3309079
258,https://doi.org/10.1145/3414045.3415949
259,https://doi.org/10.1145/3387168.3387211
260,https://doi.org/10.1145/3377049.3377083
261,https://doi.org/10.1145/3428690.3429181
262,https://doi.org/10.1145/3487075.3487143
263,https://doi.org/10.1145/3321619.3321671
264,https://doi.org/10.1145/3530019.3531345
265,https://doi.org/10.1145/3301403.3301404
266,https://doi.org/10.1145/3447934.3447938
267,https://doi.org/10.1145/3320154.3320157
268,https://doi.org/10.1145/3414045.3415937
269,https://doi.org/10.1145/3505225
270,https://doi.org/10.1145/3291064.3291075
271,https://doi.org/10.1145/3472634.3474065
272,https://doi.org/10.1145/3404397.3404460
273,https://doi.org/10.1145/3371238.3371246
274,https://doi.org/10.1145/3444370.3444624
275,https://doi.org/10.1145/3469213.3470706
276,https://doi.org/10.1145/3373477.3373498
277,https://doi.org/10.1145/2968219.2971409
278,https://doi.org/10.1145/3312614.3312649
279,https://doi.org/10.1145/3503181.3503191
280,https://doi.org/10.1145/3444370.3444627
281,https://doi.org/10.1145/3339252.3339255
282,https://doi.org/10.1145/3530813
283,https://doi.org/10.1145/3503047.3503092
284,https://doi.org/10.1145/3485314.3485324
285,https://doi.org/10.1145/3278312.3278326
286,https://doi.org/10.1145/3503823.3503873
287,https://doi.org/10.1145/3400286.3418242
288,https://doi.org/10.1145/3317287.3319534
289,https://doi.org/10.1145/3326365.3326405
290,https://doi.org/10.1145/3409934.3409957
291,https://doi.org/10.1145/3350546.3352561
292,https://doi.org/10.1145/3442705.3442714
293,https://doi.org/10.1145/3241815.3241838
294,https://doi.org/10.1145/3456628
295,https://doi.org/10.1145/3433210.3437516
296,https://doi.org/10.1145/3456146.3456149
297,https://doi.org/10.1145/3155016.3155020
298,https://doi.org/10.1145/3487552.3487823
299,https://doi.org/10.1145/3491396.3506560
300,https://doi.org/10.1145/3183519.3183546
301,https://doi.org/10.1145/3155016.3155020
302,https://doi.org/10.1145/3433210.3437516
303,https://doi.org/10.1145/3414045.3415939
304,https://doi.org/10.1145/3386164.3390518
305,https://doi.org/10.1145/3125503.3125628
306,https://doi.org/10.1145/3510249.3510258
307,https://doi.org/10.1145/3443467.3443725
308,https://doi.org/10.1145/3448016.3457285
309,https://doi.org/10.1145/3545948.3545977
310,https://doi.org/10.1145/3205977.3205993
311,https://doi.org/10.1145/3070617.3070634
312,https://doi.org/10.1145/3365871.3365886
313,https://doi.org/10.1145/3542954.3543005
314,https://doi.org/10.1145/3140649.3140656
315,https://doi.org/10.1145/3344283
316,https://doi.org/10.1145/3360774.3360800
317,https://doi.org/10.1145/3291842.3291893
318,https://doi.org/10.1145/3224207.3224218
319,https://doi.org/10.1145/3494193.3494198
320,https://doi.org/10.1145/3236461.3241976
321,https://doi.org/10.1145/3366627.3368107
322,https://doi.org/10.1145/3527049.3527140
323,https://doi.org/10.1145/3345252.3345279
324,https://doi.org/10.1145/3538969.3538984
325,https://doi.org/10.1145/3225619
326,https://doi.org/10.1145/3390566.3391664
327,https://doi.org/10.1145/3132847.3133172
328,https://doi.org/10.1145/3520313.3534658
329,https://doi.org/10.1145/3409934.3409948
330,https://doi.org/10.1145/3538950.3538963
331,https://doi.org/10.1145/3366423.3380103
332,https://doi.org/10.1145/3377049.3377116
333,https://doi.org/10.1145/3371425.3371437
334,https://doi.org/10.1145/3463858.3463899
335,https://doi.org/10.1145/3369985.3370028
336,https://doi.org/10.1145/3445970.3451157
337,https://doi.org/10.1145/3491396.3506537
338,https://doi.org/10.1145/3498851.3498986
339,https://doi.org/10.1145/3384419.3430605
340,https://doi.org/10.1145/3085228.3085263
341,https://doi.org/10.1145/3365921.3365949
342,https://doi.org/10.1145/3211933.3211945
343,https://doi.org/10.1145/3537693.3537718
344,https://doi.org/10.1145/3539604
345,https://doi.org/10.1145/3377049.3377136
346,https://doi.org/10.1145/3360664.3360668
347,https://doi.org/10.1145/3424978.3425015
348,https://doi.org/10.1145/3555661.3560861
349,https://doi.org/10.1145/3444370.3444616
350,https://doi.org/10.1145/3543434.3543474
351,https://doi.org/10.1145/3513142.3513210
352,https://doi.org/10.1145/3538969.3544441
353,https://doi.org/10.1145/3377170.3377281
354,https://doi.org/10.1145/3485730.3493821
355,https://doi.org/10.1145/3366626.3368129
356,https://doi.org/10.1145/3123024.3123141
357,https://doi.org/10.1145/3409929.3416793
358,https://doi.org/10.1145/3508072.3508117
359,https://doi.org/10.1145/3425269.3425285
360,https://doi.org/10.1145/3469968.3470002
361,https://doi.org/10.1145/3442381.3449994
362,https://doi.org/10.1145/3418094.3418145
363,https://doi.org/10.1145/3350546.3352497
364,https://doi.org/10.1145/3265689.3265692
365,https://doi.org/10.1145/3365921.3365927
366,https://doi.org/10.1145/3411564.3411579
367,https://doi.org/10.1145/3491396.3506528
368,https://doi.org/10.1145/3543712.3543755
369,https://doi.org/10.1145/3018896.3018901
370,https://doi.org/10.1145/3357613.3357631
371,https://doi.org/10.1145/3518781.3519222
372,https://doi.org/10.1145/3448016.3452744
373,https://doi.org/10.1145/3489088.3489130
374,https://doi.org/10.1145/3326467.3326470
375,https://doi.org/10.1145/3460866.3461765
376,https://doi.org/10.1145/3422337.3450319
377,https://doi.org/10.1145/3286978.3286985
378,https://doi.org/10.1145/3457913.3457915
379,https://doi.org/10.1145/3429889.3429932
380,https://doi.org/10.1145/3371676.3371684
381,https://doi.org/10.1145/3436829.3436876
382,https://doi.org/10.1145/3211933.3211946
383,https://doi.org/10.1145/3501247.3539019
384,https://doi.org/10.1145/3397166.3412801
385,https://doi.org/10.1145/3417473.3417477
386,https://doi.org/10.1145/3389249
387,https://doi.org/10.1145/3408310
388,https://doi.org/10.1145/3444465.3444475
389,https://doi.org/10.1145/3148453.3306273
390,https://doi.org/10.1145/3397125.3397153
391,https://doi.org/10.1145/3377644.3377656
392,https://doi.org/10.1145/3449726.3459558
393,https://doi.org/10.1145/3550355.3552417
394,https://doi.org/10.1145/3284869.3284870
395,https://doi.org/10.1145/3368235.3368872
396,https://doi.org/10.1145/3447555.3464848
397,https://doi.org/10.1145/3358695.3361844
398,https://doi.org/10.1145/3341325.3342018
399,https://doi.org/10.1145/3344282
400,https://doi.org/10.1145/3356250.3361954
401,https://doi.org/10.1145/3369740.3372914
402,https://doi.org/10.1145/3272036.3272040
403,https://doi.org/10.1145/3342280.3342300
404,https://doi.org/10.1145/3366370
405,https://doi.org/10.1145/3549206.3549247
406,https://doi.org/10.1145/3345838.3356004
407,https://doi.org/10.1145/3344282
408,https://doi.org/10.1145/3565884
409,https://doi.org/10.1145/3503181.3503193
410,https://doi.org/10.1145/3416014.3424582
411,https://doi.org/10.1145/3368926.3369709
412,https://doi.org/10.1145/3387940.3391498
413,https://doi.org/10.1145/3486622.3493917
414,https://doi.org/10.1145/3508467.3508471
415,https://doi.org/10.1145/3440943.3444337
416,https://doi.org/10.1145/3372938.3372970
417,https://doi.org/10.1145/3394171.3414458
418,https://doi.org/10.1145/3312614.3312652
419,https://doi.org/10.1145/3358695.3361752
420,https://doi.org/10.1145/3286978.3287022
421,https://doi.org/10.1145/3286978.3286984
422,https://doi.org/10.1145/3209281.3209391
423,https://doi.org/10.1145/3443467.3443764
424,https://doi.org/10.1145/3445815.3445821
425,https://doi.org/10.1145/3417987
426,https://doi.org/10.1145/3321705.3329826
427,https://doi.org/10.1145/3139923.3139932
428,https://doi.org/10.1145/3560816
429,https://doi.org/10.1145/3209914.3209916
430,https://doi.org/10.1145/3534678.3539104
431,https://doi.org/10.1145/3428502.3428522
432,https://doi.org/10.1145/3267305.3267547
433,https://doi.org/10.1145/3409934.3409946
434,https://doi.org/10.1145/3387168.3387196
435,https://doi.org/10.1145/3409934.3409938
436,https://doi.org/10.1145/3512850.3512855
437,https://doi.org/10.1145/3387168.3387196
438,https://doi.org/10.1145/3412841.3441905
439,https://doi.org/10.1145/3408321
440,https://doi.org/10.1145/3281411.3281438
441,https://doi.org/10.1145/3358528.3358530
442,https://doi.org/10.1145/3010089.3016027
443,https://doi.org/10.1145/3415088.3415118
444,https://doi.org/10.1145/3373017.3373022
445,https://doi.org/10.1145/3507971.3507995
446,https://doi.org/10.1145/3323873.3326924
447,https://doi.org/10.1145/3318265.3318279
448,https://doi.org/10.1145/3344281
449,https://doi.org/10.1145/3371595.3376896
450,https://doi.org/10.1145/3361758.3361770
451,https://doi.org/10.1145/3424978.3425019
452,https://doi.org/10.1145/3377644.3377663
453,https://doi.org/10.1145/3194113.3194122
454,https://doi.org/10.1145/3444370.3444617
455,https://doi.org/10.1145/3460569.3460587
456,https://doi.org/10.1145/3507971.3507991
457,https://doi.org/10.1145/3391403.3399475
458,https://doi.org/10.1145/3194113.3194120
459,https://doi.org/10.1145/3209281.3209408
460,https://doi.org/10.1145/3510487.3510491
461,https://doi.org/10.1145/3524458.3547248
462,https://doi.org/10.1145/3532106.3533478
463,https://doi.org/10.1145/3491396.3506508
464,https://doi.org/10.1145/3523181.3523182
465,https://doi.org/10.1145/3312614.3312650
466,https://doi.org/10.1145/3411764.3445655
467,https://doi.org/10.1145/3511808.3557212
468,https://doi.org/10.1145/3404890
469,https://doi.org/10.1145/2991561.2998465
470,https://doi.org/10.1145/3341325.3342015
471,https://doi.org/10.1145/3387263.3387277
472,https://doi.org/10.1145/3414045.3415941
473,https://doi.org/10.1145/3341325.3342015
474,https://doi.org/10.1145/3501409.3501504
475,https://doi.org/10.1145/3508072.3508224
476,https://doi.org/10.1145/3307334.3328666
477,https://doi.org/10.1145/3209415.3209436
478,https://doi.org/10.1145/3287324.3287542
479,https://doi.org/10.1145/3133956.3134025
480,https://doi.org/10.1145/3194113.3194116
481,https://doi.org/10.1145/3507971.3507997
482,https://doi.org/10.1145/3511898
483,https://doi.org/10.1145/3411763.3451755
484,https://doi.org/10.1145/3356473.3365191
485,https://doi.org/10.1145/3397056.3397086
486,https://doi.org/10.1145/3341162.3349320
487,https://doi.org/10.1145/3444465.3444476
488,https://doi.org/10.1145/3312614.3312641
489,https://doi.org/10.1145/3433542
490,https://doi.org/10.1145/3512576.3512610
491,https://doi.org/10.1145/3264437.3264463
492,https://doi.org/10.1145/3403954
493,https://doi.org/10.1145/3366424.3385759
494,https://doi.org/10.1145/3524458.3547245
495,https://doi.org/10.1145/3491101.3519682
496,https://doi.org/10.1145/3177457.3177485
497,https://doi.org/10.1145/3323503.3360640
498,https://doi.org/10.1145/3494106.3528680
499,https://doi.org/10.1145/3327960.3332386
500,https://doi.org/10.1145/3542954.3543028
501,https://doi.org/10.1145/3378904.3378918
502,https://doi.org/10.1145/3419111.3421283
503,https://doi.org/10.1145/3301403.3301405
504,https://doi.org/10.1145/3241815.3241827
505,https://doi.org/10.1145/3361242.3361248
506,https://doi.org/10.1145/3555661.3560872
507,https://doi.org/10.1145/3463677.3463704
508,https://doi.org/10.1145/3309194.3309198
509,https://doi.org/10.1145/3366030.3366128
510,https://doi.org/10.1145/3401025.3404099
511,https://doi.org/10.1145/3368308.3415456
512,https://doi.org/10.1145/3492323.3495575
513,https://doi.org/10.1145/3343147.3343170
514,https://doi.org/10.1145/3491087.3493682
515,https://doi.org/10.1145/3313831.3376660
516,https://doi.org/10.1145/3478905.3478927
517,https://doi.org/10.1145/3548683
518,https://doi.org/10.1145/3282278.3282283
519,https://doi.org/10.1145/3446922.3446930
520,https://doi.org/10.1145/3471140
521,https://doi.org/10.1145/3473714.3473785
522,https://doi.org/10.1145/3209281.3209293
523,https://doi.org/10.1145/3466772.3467051
524,https://doi.org/10.1145/3055518.3055531
525,https://doi.org/10.1145/3428502.3428520
526,https://doi.org/10.1145/3416014.3424601
527,https://doi.org/10.1145/3125433.3125464
528,https://doi.org/10.1145/3282278.3282281
529,https://doi.org/10.1145/3501247.3531597
530,https://doi.org/10.1145/3482632.3487461
531,https://doi.org/10.1145/3423423.3423425
532,https://doi.org/10.1145/3374549.3374583
533,https://doi.org/10.1145/3470716.3470722
534,https://doi.org/10.1145/3450569.3463565
535,https://doi.org/10.1145/3322640.3328780
536,https://doi.org/10.1145/3441000.3441014
537,https://doi.org/10.1145/3433174.3433618
538,https://doi.org/10.1145/3508072.3508096
539,https://doi.org/10.1145/3393527.3393565
540,https://doi.org/10.1145/3524383.3524400
541,https://doi.org/10.1145/3209914.3209917
542,https://doi.org/10.1145/3465480.3466921
543,https://doi.org/10.1145/3290688.3290736
544,https://doi.org/10.1145/3384217.3385621
545,https://doi.org/10.1145/3173386.3177818
546,https://doi.org/10.1145/3152824.3152827
547,https://doi.org/10.1145/3503462
548,https://doi.org/10.1145/3488933.3489014
549,https://doi.org/10.1145/3167132.3167175
550,https://doi.org/10.1145/3410699.3413793
551,https://doi.org/10.1145/3349801.3357132
552,https://doi.org/10.1145/3448016.3452823
553,https://doi.org/10.1145/3462203.3475913
554,https://doi.org/10.1145/3492866.3549730
555,https://doi.org/10.1145/3488933.3489005
556,https://doi.org/10.1145/3376044.3376048
557,https://doi.org/10.1145/3284028.3284035
558,https://doi.org/10.1145/3366627.3368118
559,https://doi.org/10.1145/3538637.3538848
560,https://doi.org/10.1145/3055518.3055527
561,https://doi.org/10.1145/3299815.3314456
562,https://doi.org/10.1145/3427228.3427247
563,https://doi.org/10.14778/3510397.3510406
564,https://doi.org/10.1145/3209281.3209321
565,https://doi.org/10.1145/3327959.3329538
566,https://doi.org/10.1145/3209281.3209321
567,https://doi.org/10.1145/3264437.3264470
568,https://doi.org/10.1145/3211933.3211951
569,https://doi.org/10.1145/3211933.3211939
570,https://doi.org/10.1145/3409073.3409080
571,https://doi.org/10.1145/3411016.3411161
572,https://doi.org/10.1145/3288599.3295584
573,https://doi.org/10.1145/3511899
574,https://doi.org/10.1145/3209281.3209405
575,https://doi.org/10.1145/3368640.3368655
576,https://doi.org/10.1145/3368926.3369676
577,https://doi.org/10.1145/3297280.3297316
578,https://doi.org/10.1145/3484824.3484899
579,https://doi.org/10.1145/3392153
580,https://doi.org/10.1145/3450588.3450944
581,https://doi.org/10.1145/3532640.3532649
582,https://doi.org/10.1145/3288599.3288640
583,https://doi.org/10.1145/3474124.3474138
584,https://doi.org/10.1145/3482632.3487477
585,https://doi.org/10.1145/3532640.3532653
586,https://doi.org/10.1145/3194113.3194118
587,https://doi.org/10.1145/3460287
